Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified,Date,Latitude,Longitude
IM1,NO,2020-02-12,17.5,ug m-3,R,2020-02-12,51.517367514618,-0.120194711317
IM1,NO,2020-02-13,19.4,ug m-3,R,2020-02-13,51.517367514618,-0.120194711317
IM1,NO,2020-02-14,16.9,ug m-3,R,2020-02-14,51.517367514618,-0.120194711317
IM1,NO,2020-02-15,5.2,ug m-3,R,2020-02-15,51.517367514618,-0.120194711317
IM1,NO,2020-02-16,3.5,ug m-3,R,2020-02-16,51.517367514618,-0.120194711317
IM1,NO,2020-02-17,10.2,ug m-3,R,2020-02-17,51.517367514618,-0.120194711317
IM1,NO,2020-02-18,8.4,ug m-3,R,2020-02-18,51.517367514618,-0.120194711317
IM1,NO,2020-02-19,11.8,ug m-3,R,2020-02-19,51.517367514618,-0.120194711317
IM1,NO,2020-02-20,11.2,ug m-3,R,2020-02-20,51.517367514618,-0.120194711317
IM1,NO,2020-02-21,11.25,ug m-3,R,2020-02-21,51.517367514618,-0.120194711317
IM1,NO,2020-02-22,11.29,ug m-3,R,2020-02-22,51.517367514618,-0.120194711317
IM1,NO,2020-02-23,11.34,ug m-3,R,2020-02-23,51.517367514618,-0.120194711317
IM1,NO,2020-02-24,11.38,ug m-3,R,2020-02-24,51.517367514618,-0.120194711317
IM1,NO,2020-02-25,11.43,ug m-3,R,2020-02-25,51.517367514618,-0.120194711317
IM1,NO,2020-02-26,11.47,ug m-3,R,2020-02-26,51.517367514618,-0.120194711317
IM1,NO,2020-02-27,11.52,ug m-3,R,2020-02-27,51.517367514618,-0.120194711317
IM1,NO,2020-02-28,11.56,ug m-3,R,2020-02-28,51.517367514618,-0.120194711317
IM1,NO,2020-02-29,11.61,ug m-3,R,2020-02-29,51.517367514618,-0.120194711317
IM1,NO,2020-03-01,11.65,ug m-3,R,2020-03-01,51.517367514618,-0.120194711317
IM1,NO,2020-03-02,11.7,ug m-3,R,2020-03-02,51.517367514618,-0.120194711317
IM1,NO,2020-03-03,11.74,ug m-3,R,2020-03-03,51.517367514618,-0.120194711317
IM1,NO,2020-03-04,11.79,ug m-3,R,2020-03-04,51.517367514618,-0.120194711317
IM1,NO,2020-03-05,11.83,ug m-3,R,2020-03-05,51.517367514618,-0.120194711317
IM1,NO,2020-03-06,11.88,ug m-3,R,2020-03-06,51.517367514618,-0.120194711317
IM1,NO,2020-03-07,11.92,ug m-3,R,2020-03-07,51.517367514618,-0.120194711317
IM1,NO,2020-03-08,11.97,ug m-3,R,2020-03-08,51.517367514618,-0.120194711317
IM1,NO,2020-03-09,12.01,ug m-3,R,2020-03-09,51.517367514618,-0.120194711317
IM1,NO,2020-03-10,12.06,ug m-3,R,2020-03-10,51.517367514618,-0.120194711317
IM1,NO,2020-03-11,12.1,ug m-3,R,2020-03-11,51.517367514618,-0.120194711317
IM1,NO,2020-03-12,12.15,ug m-3,R,2020-03-12,51.517367514618,-0.120194711317
IM1,NO,2020-03-13,12.19,ug m-3,R,2020-03-13,51.517367514618,-0.120194711317
IM1,NO,2020-03-14,12.24,ug m-3,R,2020-03-14,51.517367514618,-0.120194711317
IM1,NO,2020-03-15,12.28,ug m-3,R,2020-03-15,51.517367514618,-0.120194711317
IM1,NO,2020-03-16,12.33,ug m-3,R,2020-03-16,51.517367514618,-0.120194711317
IM1,NO,2020-03-17,12.37,ug m-3,R,2020-03-17,51.517367514618,-0.120194711317
IM1,NO,2020-03-18,12.42,ug m-3,R,2020-03-18,51.517367514618,-0.120194711317
IM1,NO,2020-03-19,12.46,ug m-3,R,2020-03-19,51.517367514618,-0.120194711317
IM1,NO,2020-03-20,12.51,ug m-3,R,2020-03-20,51.517367514618,-0.120194711317
IM1,NO,2020-03-21,12.55,ug m-3,R,2020-03-21,51.517367514618,-0.120194711317
IM1,NO,2020-03-22,12.6,ug m-3,R,2020-03-22,51.517367514618,-0.120194711317
IM1,NO,2020-03-23,12.65,ug m-3,R,2020-03-23,51.517367514618,-0.120194711317
IM1,NO,2020-03-24,12.69,ug m-3,R,2020-03-24,51.517367514618,-0.120194711317
IM1,NO,2020-03-25,12.74,ug m-3,R,2020-03-25,51.517367514618,-0.120194711317
IM1,NO,2020-03-26,12.78,ug m-3,R,2020-03-26,51.517367514618,-0.120194711317
IM1,NO,2020-03-27,12.83,ug m-3,R,2020-03-27,51.517367514618,-0.120194711317
IM1,NO,2020-03-28,12.87,ug m-3,R,2020-03-28,51.517367514618,-0.120194711317
IM1,NO,2020-03-29,12.92,ug m-3,R,2020-03-29,51.517367514618,-0.120194711317
IM1,NO,2020-03-30,12.96,ug m-3,R,2020-03-30,51.517367514618,-0.120194711317
IM1,NO,2020-03-31,13.01,ug m-3,R,2020-03-31,51.517367514618,-0.120194711317
IM1,NO,2020-04-01,13.05,ug m-3,R,2020-04-01,51.517367514618,-0.120194711317
IM1,NO,2020-04-02,13.1,ug m-3,R,2020-04-02,51.517367514618,-0.120194711317
IM1,NO,2020-04-03,13.14,ug m-3,R,2020-04-03,51.517367514618,-0.120194711317
IM1,NO,2020-04-04,13.19,ug m-3,R,2020-04-04,51.517367514618,-0.120194711317
IM1,NO,2020-04-05,13.23,ug m-3,R,2020-04-05,51.517367514618,-0.120194711317
IM1,NO,2020-04-06,13.28,ug m-3,R,2020-04-06,51.517367514618,-0.120194711317
IM1,NO,2020-04-07,13.32,ug m-3,R,2020-04-07,51.517367514618,-0.120194711317
IM1,NO,2020-04-08,13.37,ug m-3,R,2020-04-08,51.517367514618,-0.120194711317
IM1,NO,2020-04-09,13.41,ug m-3,R,2020-04-09,51.517367514618,-0.120194711317
IM1,NO,2020-04-10,13.46,ug m-3,R,2020-04-10,51.517367514618,-0.120194711317
IM1,NO,2020-04-11,13.5,ug m-3,R,2020-04-11,51.517367514618,-0.120194711317
IM1,NO,2020-04-12,13.55,ug m-3,R,2020-04-12,51.517367514618,-0.120194711317
IM1,NO,2020-04-13,13.59,ug m-3,R,2020-04-13,51.517367514618,-0.120194711317
IM1,NO,2020-04-14,13.64,ug m-3,R,2020-04-14,51.517367514618,-0.120194711317
IM1,NO,2020-04-15,13.68,ug m-3,R,2020-04-15,51.517367514618,-0.120194711317
IM1,NO,2020-04-16,13.73,ug m-3,R,2020-04-16,51.517367514618,-0.120194711317
IM1,NO,2020-04-17,13.77,ug m-3,R,2020-04-17,51.517367514618,-0.120194711317
IM1,NO,2020-04-18,13.82,ug m-3,R,2020-04-18,51.517367514618,-0.120194711317
IM1,NO,2020-04-19,13.86,ug m-3,R,2020-04-19,51.517367514618,-0.120194711317
IM1,NO,2020-04-20,13.91,ug m-3,R,2020-04-20,51.517367514618,-0.120194711317
IM1,NO,2020-04-21,13.95,ug m-3,R,2020-04-21,51.517367514618,-0.120194711317
IM1,NO,2020-04-22,14.0,ug m-3,R,2020-04-22,51.517367514618,-0.120194711317
IM1,NO,2020-04-23,15.6,ug m-3,R,2020-04-23,51.517367514618,-0.120194711317
IM1,NO,2020-04-24,15.2,ug m-3,R,2020-04-24,51.517367514618,-0.120194711317
IM1,NO,2020-04-25,9.4,ug m-3,R,2020-04-25,51.517367514618,-0.120194711317
IM1,NO,2020-04-26,8.9,ug m-3,R,2020-04-26,51.517367514618,-0.120194711317
IM1,NO,2020-04-27,13.0,ug m-3,R,2020-04-27,51.517367514618,-0.120194711317
IM1,NO,2020-04-28,16.4,ug m-3,R,2020-04-28,51.517367514618,-0.120194711317
IM1,NO,2020-04-29,11.5,ug m-3,R,2020-04-29,51.517367514618,-0.120194711317
IM1,NO,2020-04-30,9.0,ug m-3,R,2020-04-30,51.517367514618,-0.120194711317
IM1,NO,2020-05-01,9.8,ug m-3,R,2020-05-01,51.517367514618,-0.120194711317
IM1,NO,2020-05-02,8.7,ug m-3,R,2020-05-02,51.517367514618,-0.120194711317
IM1,NO,2020-05-03,12.3,ug m-3,R,2020-05-03,51.517367514618,-0.120194711317
IM1,NO,2020-05-04,14.6,ug m-3,R,2020-05-04,51.517367514618,-0.120194711317
IM1,NO,2020-05-05,12.7,ug m-3,R,2020-05-05,51.517367514618,-0.120194711317
IM1,NO,2020-05-06,18.7,ug m-3,R,2020-05-06,51.517367514618,-0.120194711317
IM1,NO,2020-05-07,16.7,ug m-3,R,2020-05-07,51.517367514618,-0.120194711317
IM1,NO,2020-05-08,9.4,ug m-3,R,2020-05-08,51.517367514618,-0.120194711317
IM1,NO,2020-05-09,8.7,ug m-3,R,2020-05-09,51.517367514618,-0.120194711317
IM1,NO,2020-05-10,7.1,ug m-3,R,2020-05-10,51.517367514618,-0.120194711317
IM1,NO,2020-05-11,13.6,ug m-3,R,2020-05-11,51.517367514618,-0.120194711317
IM1,NO,2020-05-12,16.6,ug m-3,R,2020-05-12,51.517367514618,-0.120194711317
IM1,NO,2020-05-13,16.5,ug m-3,R,2020-05-13,51.517367514618,-0.120194711317
IM1,NO,2020-05-14,18.2,ug m-3,R,2020-05-14,51.517367514618,-0.120194711317
IM1,NO,2020-05-15,16.3,ug m-3,R,2020-05-15,51.517367514618,-0.120194711317
IM1,NO,2020-05-16,10.2,ug m-3,R,2020-05-16,51.517367514618,-0.120194711317
IM1,NO,2020-05-17,6.9,ug m-3,R,2020-05-17,51.517367514618,-0.120194711317
IM1,NO,2020-05-18,8.0,ug m-3,R,2020-05-18,51.517367514618,-0.120194711317
IM1,NO,2020-05-19,10.0,ug m-3,R,2020-05-19,51.517367514618,-0.120194711317
IM1,NO,2020-05-20,13.2,ug m-3,R,2020-05-20,51.517367514618,-0.120194711317
IM1,NO,2020-05-21,10.3,ug m-3,R,2020-05-21,51.517367514618,-0.120194711317
IM1,NO,2020-05-22,5.3,ug m-3,R,2020-05-22,51.517367514618,-0.120194711317
IM1,NO,2020-05-23,4.3,ug m-3,R,2020-05-23,51.517367514618,-0.120194711317
IM1,NO,2020-05-24,6.9,ug m-3,R,2020-05-24,51.517367514618,-0.120194711317
IM1,NO,2020-05-25,8.0,ug m-3,R,2020-05-25,51.517367514618,-0.120194711317
IM1,NO,2020-05-26,13.2,ug m-3,R,2020-05-26,51.517367514618,-0.120194711317
IM1,NO,2020-05-27,17.9,ug m-3,R,2020-05-27,51.517367514618,-0.120194711317
IM1,NO,2020-05-28,14.7,ug m-3,R,2020-05-28,51.517367514618,-0.120194711317
IM1,NO,2020-05-29,16.1,ug m-3,R,2020-05-29,51.517367514618,-0.120194711317
IM1,NO,2020-05-30,9.0,ug m-3,R,2020-05-30,51.517367514618,-0.120194711317
IM1,NO,2020-05-31,6.6,ug m-3,R,2020-05-31,51.517367514618,-0.120194711317
IM1,NO,2020-06-01,14.6,ug m-3,R,2020-06-01,51.517367514618,-0.120194711317
IM1,NO,2020-06-02,19.0,ug m-3,R,2020-06-02,51.517367514618,-0.120194711317
IM1,NO,2020-06-03,19.0,ug m-3,R,2020-06-03,51.517367514618,-0.120194711317
IM1,NO,2020-06-04,13.3,ug m-3,R,2020-06-04,51.517367514618,-0.120194711317
IM1,NO,2020-06-05,11.5,ug m-3,R,2020-06-05,51.517367514618,-0.120194711317
IM1,NO,2020-06-06,8.5,ug m-3,R,2020-06-06,51.517367514618,-0.120194711317
IM1,NO,2020-06-07,9.6,ug m-3,R,2020-06-07,51.517367514618,-0.120194711317
IM1,NO,2020-06-08,18.9,ug m-3,R,2020-06-08,51.517367514618,-0.120194711317
IM1,NO,2020-06-09,21.1,ug m-3,R,2020-06-09,51.517367514618,-0.120194711317
IM1,NO,2020-06-10,21.3,ug m-3,R,2020-06-10,51.517367514618,-0.120194711317
IM1,NO,2020-06-11,19.8,ug m-3,R,2020-06-11,51.517367514618,-0.120194711317
IM1,NO,2020-06-12,17.7,ug m-3,R,2020-06-12,51.517367514618,-0.120194711317
IM1,NO,2020-06-13,17.71,ug m-3,R,2020-06-13,51.517367514618,-0.120194711317
IM1,NO,2020-06-14,17.72,ug m-3,R,2020-06-14,51.517367514618,-0.120194711317
IM1,NO,2020-06-15,17.73,ug m-3,R,2020-06-15,51.517367514618,-0.120194711317
IM1,NO,2020-06-16,17.74,ug m-3,R,2020-06-16,51.517367514618,-0.120194711317
IM1,NO,2020-06-17,17.76,ug m-3,R,2020-06-17,51.517367514618,-0.120194711317
IM1,NO,2020-06-18,17.77,ug m-3,R,2020-06-18,51.517367514618,-0.120194711317
IM1,NO,2020-06-19,17.78,ug m-3,R,2020-06-19,51.517367514618,-0.120194711317
IM1,NO,2020-06-20,17.79,ug m-3,R,2020-06-20,51.517367514618,-0.120194711317
IM1,NO,2020-06-21,17.8,ug m-3,R,2020-06-21,51.517367514618,-0.120194711317
IM1,NO,2020-06-22,17.81,ug m-3,R,2020-06-22,51.517367514618,-0.120194711317
IM1,NO,2020-06-23,17.82,ug m-3,R,2020-06-23,51.517367514618,-0.120194711317
IM1,NO,2020-06-24,17.83,ug m-3,R,2020-06-24,51.517367514618,-0.120194711317
IM1,NO,2020-06-25,17.84,ug m-3,R,2020-06-25,51.517367514618,-0.120194711317
IM1,NO,2020-06-26,17.86,ug m-3,R,2020-06-26,51.517367514618,-0.120194711317
IM1,NO,2020-06-27,17.87,ug m-3,R,2020-06-27,51.517367514618,-0.120194711317
IM1,NO,2020-06-28,17.88,ug m-3,R,2020-06-28,51.517367514618,-0.120194711317
IM1,NO,2020-06-29,17.89,ug m-3,R,2020-06-29,51.517367514618,-0.120194711317
IM1,NO,2020-06-30,17.9,ug m-3,R,2020-06-30,51.517367514618,-0.120194711317
IM1,NO,2020-07-01,14.3,ug m-3,R,2020-07-01,51.517367514618,-0.120194711317
IM1,NO,2020-07-02,18.4,ug m-3,R,2020-07-02,51.517367514618,-0.120194711317
IM1,NO,2020-07-03,11.1,ug m-3,R,2020-07-03,51.517367514618,-0.120194711317
IM1,NO,2020-07-04,8.0,ug m-3,R,2020-07-04,51.517367514618,-0.120194711317
IM1,NO,2020-07-05,5.0,ug m-3,R,2020-07-05,51.517367514618,-0.120194711317
IM1,NO,2020-07-06,16.7,ug m-3,R,2020-07-06,51.517367514618,-0.120194711317
IM1,NO,2020-07-07,18.2,ug m-3,R,2020-07-07,51.517367514618,-0.120194711317
IM1,NO,2020-07-08,23.9,ug m-3,R,2020-07-08,51.517367514618,-0.120194711317
IM1,NO,2020-07-09,19.9,ug m-3,R,2020-07-09,51.517367514618,-0.120194711317
IM1,NO,2020-07-10,18.4,ug m-3,R,2020-07-10,51.517367514618,-0.120194711317
IM1,NO,2020-07-11,19.9,ug m-3,R,2020-07-11,51.517367514618,-0.120194711317
IM1,NO,2020-07-12,13.7,ug m-3,R,2020-07-12,51.517367514618,-0.120194711317
IM1,NO,2020-07-13,14.3,ug m-3,R,2020-07-13,51.517367514618,-0.120194711317
IM1,NO,2020-07-14,21.6,ug m-3,R,2020-07-14,51.517367514618,-0.120194711317
IM1,NO,2020-07-15,19.0,ug m-3,R,2020-07-15,51.517367514618,-0.120194711317
IM1,NO,2020-07-16,23.8,ug m-3,R,2020-07-16,51.517367514618,-0.120194711317
IM1,NO,2020-07-17,21.2,ug m-3,R,2020-07-17,51.517367514618,-0.120194711317
IM1,NO,2020-07-18,12.7,ug m-3,R,2020-07-18,51.517367514618,-0.120194711317
IM1,NO,2020-07-19,14.5,ug m-3,R,2020-07-19,51.517367514618,-0.120194711317
IM1,NO,2020-07-20,22.5,ug m-3,R,2020-07-20,51.517367514618,-0.120194711317
IM1,NO,2020-07-21,25.4,ug m-3,R,2020-07-21,51.517367514618,-0.120194711317
IM1,NO,2020-07-22,13.2,ug m-3,R,2020-07-22,51.517367514618,-0.120194711317
IM1,NO,2020-07-23,12.3,ug m-3,R,2020-07-23,51.517367514618,-0.120194711317
IM1,NO,2020-07-24,15.4,ug m-3,R,2020-07-24,51.517367514618,-0.120194711317
IM1,NO,2020-07-25,11.8,ug m-3,R,2020-07-25,51.517367514618,-0.120194711317
IM1,NO,2020-07-26,10.0,ug m-3,R,2020-07-26,51.517367514618,-0.120194711317
IM1,NO,2020-07-27,18.7,ug m-3,R,2020-07-27,51.517367514618,-0.120194711317
IM1,NO,2020-07-28,17.2,ug m-3,R,2020-07-28,51.517367514618,-0.120194711317
IM1,NO,2020-07-29,18.3,ug m-3,R,2020-07-29,51.517367514618,-0.120194711317
IM1,NO,2020-07-30,26.9,ug m-3,R,2020-07-30,51.517367514618,-0.120194711317
IM1,NO,2020-07-31,20.2,ug m-3,R,2020-07-31,51.517367514618,-0.120194711317
IM1,NO,2020-08-01,9.5,ug m-3,R,2020-08-01,51.517367514618,-0.120194711317
IM1,NO,2020-08-02,8.5,ug m-3,R,2020-08-02,51.517367514618,-0.120194711317
IM1,NO,2020-08-03,20.6,ug m-3,R,2020-08-03,51.517367514618,-0.120194711317
IM1,NO,2020-08-04,19.0,ug m-3,R,2020-08-04,51.517367514618,-0.120194711317
IM1,NO,2020-08-05,11.3,ug m-3,R,2020-08-05,51.517367514618,-0.120194711317
IM1,NO,2020-08-06,25.2,ug m-3,R,2020-08-06,51.517367514618,-0.120194711317
IM1,NO,2020-08-07,49.1,ug m-3,R,2020-08-07,51.517367514618,-0.120194711317
IM1,NO,2020-08-08,25.5,ug m-3,R,2020-08-08,51.517367514618,-0.120194711317
IM1,NO,2020-08-09,7.4,ug m-3,R,2020-08-09,51.517367514618,-0.120194711317
IM1,NO,2020-08-10,18.0,ug m-3,R,2020-08-10,51.517367514618,-0.120194711317
IM1,NO,2020-08-11,20.4,ug m-3,R,2020-08-11,51.517367514618,-0.120194711317
IM1,NO,2020-08-12,15.5,ug m-3,R,2020-08-12,51.517367514618,-0.120194711317
IM1,NO,2020-08-13,19.6,ug m-3,R,2020-08-13,51.517367514618,-0.120194711317
IM1,NO,2020-08-14,25.1,ug m-3,R,2020-08-14,51.517367514618,-0.120194711317
IM1,NO,2020-08-15,22.5,ug m-3,R,2020-08-15,51.517367514618,-0.120194711317
IM1,NO,2020-08-16,15.5,ug m-3,R,2020-08-16,51.517367514618,-0.120194711317
IM1,NO,2020-08-17,20.0,ug m-3,R,2020-08-17,51.517367514618,-0.120194711317
IM1,NO,2020-08-18,13.3,ug m-3,R,2020-08-18,51.517367514618,-0.120194711317
IM1,NO,2020-08-19,37.4,ug m-3,R,2020-08-19,51.517367514618,-0.120194711317
IM1,NO,2020-08-20,14.9,ug m-3,R,2020-08-20,51.517367514618,-0.120194711317
IM1,NO,2020-08-21,5.8,ug m-3,R,2020-08-21,51.517367514618,-0.120194711317
IM1,NO,2020-08-22,6.6,ug m-3,R,2020-08-22,51.517367514618,-0.120194711317
IM1,NO,2020-08-23,8.2,ug m-3,R,2020-08-23,51.517367514618,-0.120194711317
IM1,NO,2020-08-24,16.3,ug m-3,R,2020-08-24,51.517367514618,-0.120194711317
IM1,NO,2020-08-25,11.5,ug m-3,R,2020-08-25,51.517367514618,-0.120194711317
IM1,NO,2020-08-26,13.3,ug m-3,R,2020-08-26,51.517367514618,-0.120194711317
IM1,NO,2020-08-27,18.3,ug m-3,R,2020-08-27,51.517367514618,-0.120194711317
IM1,NO,2020-08-28,13.4,ug m-3,R,2020-08-28,51.517367514618,-0.120194711317
IM1,NO,2020-08-29,11.4,ug m-3,R,2020-08-29,51.517367514618,-0.120194711317
IM1,NO,2020-08-30,13.7,ug m-3,R,2020-08-30,51.517367514618,-0.120194711317
IM1,NO,2020-08-31,24.2,ug m-3,R,2020-08-31,51.517367514618,-0.120194711317
IM1,NO,2020-09-01,36.4,ug m-3,R,2020-09-01,51.517367514618,-0.120194711317
IM1,NO,2020-09-02,7.0,ug m-3,R,2020-09-02,51.517367514618,-0.120194711317
IM1,NO,2020-09-03,5.8,ug m-3,R,2020-09-03,51.517367514618,-0.120194711317
IM1,NO,2020-09-04,11.0,ug m-3,R,2020-09-04,51.517367514618,-0.120194711317
IM1,NO,2020-09-05,14.0,ug m-3,R,2020-09-05,51.517367514618,-0.120194711317
IM1,NO,2020-09-06,9.4,ug m-3,R,2020-09-06,51.517367514618,-0.120194711317
IM1,NO,2020-09-07,12.9,ug m-3,R,2020-09-07,51.517367514618,-0.120194711317
IM1,NO,2020-09-08,18.63,ug m-3,R,2020-09-08,51.517367514618,-0.120194711317
IM1,NO,2020-09-09,24.37,ug m-3,R,2020-09-09,51.517367514618,-0.120194711317
IM1,NO,2020-09-10,30.1,ug m-3,R,2020-09-10,51.517367514618,-0.120194711317
IM1,NO,2020-09-11,13.0,ug m-3,R,2020-09-11,51.517367514618,-0.120194711317
IM1,NO,2020-09-12,16.24,ug m-3,R,2020-09-12,51.517367514618,-0.120194711317
IM1,NO,2020-09-13,19.48,ug m-3,R,2020-09-13,51.517367514618,-0.120194711317
IM1,NO,2020-09-14,22.72,ug m-3,R,2020-09-14,51.517367514618,-0.120194711317
IM1,NO,2020-09-15,25.96,ug m-3,R,2020-09-15,51.517367514618,-0.120194711317
IM1,NO,2020-09-16,29.2,ug m-3,R,2020-09-16,51.517367514618,-0.120194711317
IM1,NO,2020-09-17,36.6,ug m-3,R,2020-09-17,51.517367514618,-0.120194711317
IM1,NO,2020-09-18,33.7,ug m-3,R,2020-09-18,51.517367514618,-0.120194711317
IM1,NO,2020-09-19,24.2,ug m-3,R,2020-09-19,51.517367514618,-0.120194711317
IM1,NO,2020-09-20,14.7,ug m-3,R,2020-09-20,51.517367514618,-0.120194711317
IM1,NO,2020-09-21,45.9,ug m-3,R,2020-09-21,51.517367514618,-0.120194711317
IM1,NO,2020-09-22,6.6,ug m-3,R,2020-09-22,51.517367514618,-0.120194711317
IM1,NO,2020-09-23,4.7,ug m-3,R,2020-09-23,51.517367514618,-0.120194711317
IM1,NO,2020-09-24,10.2,ug m-3,R,2020-09-24,51.517367514618,-0.120194711317
IM1,NO,2020-09-25,16.7,ug m-3,R,2020-09-25,51.517367514618,-0.120194711317
IM1,NO,2020-09-26,12.7,ug m-3,R,2020-09-26,51.517367514618,-0.120194711317
IM1,NO,2020-09-27,8.8,ug m-3,R,2020-09-27,51.517367514618,-0.120194711317
IM1,NO,2020-09-28,18.3,ug m-3,R,2020-09-28,51.517367514618,-0.120194711317
IM1,NO,2020-09-29,26.2,ug m-3,R,2020-09-29,51.517367514618,-0.120194711317
IM1,NO,2020-09-30,11.6,ug m-3,R,2020-09-30,51.517367514618,-0.120194711317
IM1,NO,2020-10-01,17.0,ug m-3,R,2020-10-01,51.517367514618,-0.120194711317
IM1,NO,2020-10-02,36.9,ug m-3,R,2020-10-02,51.517367514618,-0.120194711317
IM1,NO,2020-10-03,11.5,ug m-3,R,2020-10-03,51.517367514618,-0.120194711317
IM1,NO,2020-10-04,4.7,ug m-3,R,2020-10-04,51.517367514618,-0.120194711317
IM1,NO,2020-10-05,9.9,ug m-3,R,2020-10-05,51.517367514618,-0.120194711317
IM1,NO,2020-10-06,11.4,ug m-3,R,2020-10-06,51.517367514618,-0.120194711317
IM1,NO,2020-10-07,13.4,ug m-3,R,2020-10-07,51.517367514618,-0.120194711317
IM1,NO,2020-10-08,16.3,ug m-3,R,2020-10-08,51.517367514618,-0.120194711317
IM1,NO,2020-10-09,19.7,ug m-3,R,2020-10-09,51.517367514618,-0.120194711317
IM1,NO,2020-10-10,11.0,ug m-3,R,2020-10-10,51.517367514618,-0.120194711317
IM1,NO,2020-10-11,14.8,ug m-3,R,2020-10-11,51.517367514618,-0.120194711317
IM1,NO,2020-10-12,15.4,ug m-3,R,2020-10-12,51.517367514618,-0.120194711317
IM1,NO,2020-10-13,14.58,ug m-3,R,2020-10-13,51.517367514618,-0.120194711317
IM1,NO,2020-10-14,13.76,ug m-3,R,2020-10-14,51.517367514618,-0.120194711317
IM1,NO,2020-10-15,12.94,ug m-3,R,2020-10-15,51.517367514618,-0.120194711317
IM1,NO,2020-10-16,12.12,ug m-3,R,2020-10-16,51.517367514618,-0.120194711317
IM1,NO,2020-10-17,11.3,ug m-3,R,2020-10-17,51.517367514618,-0.120194711317
IM1,NO,2020-10-18,10.48,ug m-3,R,2020-10-18,51.517367514618,-0.120194711317
IM1,NO,2020-10-19,9.66,ug m-3,R,2020-10-19,51.517367514618,-0.120194711317
IM1,NO,2020-10-20,8.84,ug m-3,R,2020-10-20,51.517367514618,-0.120194711317
IM1,NO,2020-10-21,8.02,ug m-3,R,2020-10-21,51.517367514618,-0.120194711317
IM1,NO,2020-10-22,7.2,ug m-3,R,2020-10-22,51.517367514618,-0.120194711317
IM1,NO,2020-10-23,7.3,ug m-3,R,2020-10-23,51.517367514618,-0.120194711317
IM1,NO,2020-10-24,4.6,ug m-3,R,2020-10-24,51.517367514618,-0.120194711317
IM1,NO,2020-10-25,4.5,ug m-3,R,2020-10-25,51.517367514618,-0.120194711317
IM1,NO,2020-10-26,9.2,ug m-3,R,2020-10-26,51.517367514618,-0.120194711317
IM1,NO,2020-10-27,10.9,ug m-3,R,2020-10-27,51.517367514618,-0.120194711317
IM1,NO,2020-10-28,8.2,ug m-3,R,2020-10-28,51.517367514618,-0.120194711317
IM1,NO,2020-10-29,5.5,ug m-3,R,2020-10-29,51.517367514618,-0.120194711317
IM1,NO,2020-10-30,2.8,ug m-3,R,2020-10-30,51.517367514618,-0.120194711317
IM1,NO,2020-10-31,5.4,ug m-3,R,2020-10-31,51.517367514618,-0.120194711317
IM1,NO,2020-11-01,3.0,ug m-3,R,2020-11-01,51.517367514618,-0.120194711317
IM1,NO,2020-11-02,4.9,ug m-3,R,2020-11-02,51.517367514618,-0.120194711317
IM1,NO,2020-11-03,12.9,ug m-3,R,2020-11-03,51.517367514618,-0.120194711317
IM1,NO,2020-11-04,55.3,ug m-3,R,2020-11-04,51.517367514618,-0.120194711317
IM1,NO,2020-11-05,109.6,ug m-3,R,2020-11-05,51.517367514618,-0.120194711317
IM1,NO,2020-11-06,74.1,ug m-3,R,2020-11-06,51.517367514618,-0.120194711317
IM1,NO,2020-11-07,55.9,ug m-3,R,2020-11-07,51.517367514618,-0.120194711317
IM1,NO,2020-11-08,33.2,ug m-3,R,2020-11-08,51.517367514618,-0.120194711317
IM1,NO,2020-11-09,37.2,ug m-3,R,2020-11-09,51.517367514618,-0.120194711317
IM1,NO,2020-11-10,12.7,ug m-3,R,2020-11-10,51.517367514618,-0.120194711317
IM1,NO,2020-11-11,16.8,ug m-3,R,2020-11-11,51.517367514618,-0.120194711317
IM1,NO,2020-11-12,5.5,ug m-3,R,2020-11-12,51.517367514618,-0.120194711317
IM1,NO,2020-11-13,7.9,ug m-3,R,2020-11-13,51.517367514618,-0.120194711317
IM1,NO,2020-11-14,5.8,ug m-3,R,2020-11-14,51.517367514618,-0.120194711317
IM1,NO,2020-11-15,2.1,ug m-3,R,2020-11-15,51.517367514618,-0.120194711317
IM1,NO,2020-11-16,5.2,ug m-3,R,2020-11-16,51.517367514618,-0.120194711317
IM1,NO,2020-11-17,2.9,ug m-3,R,2020-11-17,51.517367514618,-0.120194711317
IM1,NO,2020-11-18,5.7,ug m-3,R,2020-11-18,51.517367514618,-0.120194711317
IM1,NO,2020-11-19,18.5,ug m-3,R,2020-11-19,51.517367514618,-0.120194711317
IM1,NO,2020-11-20,10.5,ug m-3,R,2020-11-20,51.517367514618,-0.120194711317
IM1,NO,2020-11-21,2.6,ug m-3,R,2020-11-21,51.517367514618,-0.120194711317
IM1,NO,2020-11-22,9.9,ug m-3,R,2020-11-22,51.517367514618,-0.120194711317
IM1,NO,2020-11-23,18.3,ug m-3,R,2020-11-23,51.517367514618,-0.120194711317
IM1,NO,2020-11-24,13.1,ug m-3,R,2020-11-24,51.517367514618,-0.120194711317
IM1,NO,2020-11-25,16.5,ug m-3,R,2020-11-25,51.517367514618,-0.120194711317
IM1,NO,2020-11-26,55.0,ug m-3,R,2020-11-26,51.517367514618,-0.120194711317
IM1,NO,2020-11-27,87.7,ug m-3,R,2020-11-27,51.517367514618,-0.120194711317
