Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC1,NO,20/09/2018 00:00,1.10000,ug m-3,R
KC1,NO,21/09/2018 00:00,1.60000,ug m-3,R
KC1,NO,22/09/2018 00:00,2.90000,ug m-3,R
KC1,NO,23/09/2018 00:00,1.80000,ug m-3,R
KC1,NO,24/09/2018 00:00,39.50000,ug m-3,R
KC1,NO,25/09/2018 00:00,77.60000,ug m-3,R
KC1,NO,26/09/2018 00:00,11.50000,ug m-3,R
KC1,NO,27/09/2018 00:00,13.50000,ug m-3,R
KC1,NO,28/09/2018 00:00,2.10000,ug m-3,R
KC1,NO,29/09/2018 00:00,22.70000,ug m-3,R
KC1,NO,30/09/2018 00:00,11.90000,ug m-3,R
KC1,NO,01/10/2018 00:00,2.90000,ug m-3,R
KC1,NO,02/10/2018 00:00,2.50000,ug m-3,R
KC1,NO,03/10/2018 00:00,18.50000,ug m-3,R
KC1,NO,04/10/2018 00:00,6.10000,ug m-3,R
KC1,NO,05/10/2018 00:00,6.80000,ug m-3,R
KC1,NO,06/10/2018 00:00,2.60000,ug m-3,R
KC1,NO,07/10/2018 00:00,6.90000,ug m-3,R
KC1,NO,08/10/2018 00:00,5.90000,ug m-3,R
KC1,NO,09/10/2018 00:00,16.60000,ug m-3,R
KC1,NO,10/10/2018 00:00,27.60000,ug m-3,R
KC1,NO,11/10/2018 00:00,1.20000,ug m-3,R
KC1,NO,12/10/2018 00:00,1.10000,ug m-3,R
KC1,NO,13/10/2018 00:00,0.90000,ug m-3,R
KC1,NO,14/10/2018 00:00,0.80000,ug m-3,R
KC1,NO,15/10/2018 00:00,3.20000,ug m-3,R
KC1,NO,16/10/2018 00:00,4.50000,ug m-3,R
KC1,NO,17/10/2018 00:00,7.90000,ug m-3,R
KC1,NO,18/10/2018 00:00,2.90000,ug m-3,R
KC1,NO,19/10/2018 00:00,52.20000,ug m-3,R
KC1,NO,20/10/2018 00:00,76.10000,ug m-3,R
KC1,NO,21/10/2018 00:00,13.80000,ug m-3,R
KC1,NO,22/10/2018 00:00,21.70000,ug m-3,R
KC1,NO,23/10/2018 00:00,8.80000,ug m-3,R
KC1,NO,24/10/2018 00:00,10.10000,ug m-3,R
KC1,NO,25/10/2018 00:00,9.20000,ug m-3,R
KC1,NO,26/10/2018 00:00,2.70000,ug m-3,R
KC1,NO,27/10/2018 00:00,2.40000,ug m-3,R
KC1,NO,28/10/2018 00:00,1.70000,ug m-3,R
KC1,NO,29/10/2018 00:00,4.10000,ug m-3,R
KC1,NO,30/10/2018 00:00,5.90000,ug m-3,R
KC1,NO,31/10/2018 00:00,40.80000,ug m-3,R
KC1,NO,01/11/2018 00:00,23.90000,ug m-3,R
KC1,NO,02/11/2018 00:00,42.00000,ug m-3,R
KC1,NO,03/11/2018 00:00,3.30000,ug m-3,R
KC1,NO,04/11/2018 00:00,2.40000,ug m-3,R
KC1,NO,05/11/2018 00:00,58.80000,ug m-3,R
KC1,NO,06/11/2018 00:00,14.80000,ug m-3,R
KC1,NO,07/11/2018 00:00,1.80000,ug m-3,R
KC1,NO,08/11/2018 00:00,3.00000,ug m-3,R
KC1,NO,09/11/2018 00:00,4.90000,ug m-3,R
KC1,NO,10/11/2018 00:00,2.30000,ug m-3,R
KC1,NO,11/11/2018 00:00,1.10000,ug m-3,R
KC1,NO,12/11/2018 00:00,3.00000,ug m-3,R
KC1,NO,13/11/2018 00:00,3.10000,ug m-3,R
KC1,NO,14/11/2018 00:00,8.10000,ug m-3,R
KC1,NO,15/11/2018 00:00,8.60000,ug m-3,R
KC1,NO,16/11/2018 00:00,16.60000,ug m-3,R
KC1,NO,17/11/2018 00:00,11.50000,ug m-3,R
KC1,NO,18/11/2018 00:00,4.00000,ug m-3,R
KC1,NO,19/11/2018 00:00,2.60000,ug m-3,R
KC1,NO,20/11/2018 00:00,5.10000,ug m-3,R
KC1,NO,21/11/2018 00:00,24.70000,ug m-3,R
KC1,NO,22/11/2018 00:00,64.90000,ug m-3,R
KC1,NO,23/11/2018 00:00,31.30000,ug m-3,R
KC1,NO,24/11/2018 00:00,10.40000,ug m-3,R
KC1,NO,25/11/2018 00:00,3.30000,ug m-3,R
KC1,NO,26/11/2018 00:00,10.20000,ug m-3,R
KC1,NO,27/11/2018 00:00,18.40000,ug m-3,R
KC1,NO,28/11/2018 00:00,1.00000,ug m-3,R
KC1,NO,29/11/2018 00:00,0.80000,ug m-3,R
KC1,NO,30/11/2018 00:00,2.80000,ug m-3,R
KC1,NO,01/12/2018 00:00,1.00000,ug m-3,R
KC1,NO,02/12/2018 00:00,0.60000,ug m-3,R
KC1,NO,03/12/2018 00:00,3.30000,ug m-3,R
KC1,NO,04/12/2018 00:00,42.10000,ug m-3,R
